ann_date,change_date,code,flow_share,total_share
20170912,20170915,sh688181,22435200,63774760
20170828,20170630,sh688181,14581620,63774760
20170512,20170518,sh688181,13172140,63774760
20170427,20161231,sh688181,5228940,58331560
20170117,20170120,sh688181,7728940,58331560
20150929,20151009,sh688181,3978940,58331560
20150617,20150619,sh688181,2728940,47331560
20150428,20141231,sh688181,1022620,47331560
20140122,20140124,sh688181,1805660,47331560
20221108,20221116,sh688182,96322000,400000000
20211115,20211116,sh688182,66995630,400000000
20200630,20200630,sh688182,,300000000
20210224,20210225,sh688183,110004790,831821180
20200528,20200528,sh688183,,665457179.9999999
20220916,20220919,sh688184,27213960,134378230
20211217,20211217,sh688184,,100783670
20220806,20220815,sh688185,199983610,247449900.00000003
20210203,20210218,sh688185,156693820,247449900.00000003
20200812,20200813,sh688185,155319650,247449900.00000003
20200122,20200122,sh688185,132670900,222649900.00000003
20220826,20220630,sh688186,150590000,214240000
20210814,20210630,sh688186,100627500,164800000
20210719,20210715,sh688186,100627500,214240000
20210719,20210610,sh688186,98462500,164800000
20210320,20201231,sh688186,40307500,164800000
20210203,20210218,sh688186,99657500,164800000
20200811,20200630,sh688186,38605100,164800000
20200804,20200811,sh688186,40295800,164800000
20200210,20200211,sh688186,38019300,164800000
20190410,20190410,sh688186,,123000000
20220831,20220907,sh688187,764251790,1416236910
20210906,20210907,sh688187,705817950,1416236910
20201230,20201230,sh688187,547329400,1175476640
20100708,20061220,sh688187,,1084255600
20221012,20221019,sh688188,145932690,145932690
20220520,20220526,sh688188,37674480,145601100
20220421,20220419,sh688188,26910350,104000790
20211223,20211231,sh688188,26910350,100335350
20210731,20210809,sh688188,26872790,100297790
20210507,20210511,sh688188,25997900,100297790
20200731,20200810,sh688188,25700110,100000000
20200204,20200210,sh688188,24125110,100000000
20190807,20190808,sh688188,22909370,100000000
20190410,20190410,sh688188,,75000000
20220716,20220722,sh688189,140000000,196000000
20220430,20211231,sh688189,98914599.99999999,140000000
20210318,20210326,sh688189,98600000,140000000
20200918,20200928,sh688189,33600000,140000000
20200325,20200326,sh688189,32049680,140000000
20190626,20190626,sh688189,,105000000
20221119,20221128,sh688190,55221200,120000000
20211125,20211126,sh688190,26091670,120000000
20210412,20210412,sh688190,,90000000
20221021,20221025,sh688191,71221470,153482550
20210918,20211008,sh688191,36408140,153046050
20210826,20210630,sh688191,34849920,153046050
20210407,20210408,sh688191,34790220,153046050
20200511,20200511,sh688191,,114784540
20170817,20170630,sh688191,7834670,63665330
20170803,20170809,sh688191,23401329.999999996,63665330
20170712,20170717,sh688191,18373330,63665330
20170523,20170607,sh688191,7899670,63665330
20170428,20170509,sh688191,6076670,48973330
20161201,20161206,sh688191,3113330.0000000005,46010000
20160418,20160426,sh688191,4333330,44000000
20160127,20160201,sh688191,2166670,22000000
20151223,20151229,sh688191,5400000,22000000
20141229,20150112,sh688191,5400000,20000000
20211209,20211210,sh688192,36949580,400000100
20210310,20210310,sh688192,,360000000
20220922,20220930,sh688193,8606170,40000000
20210617,20210617,sh688193,,30000000
20220812,20220630,sh688195,78659220,129350000
20210827,20210630,sh688195,30781800,129350000
20210325,20210326,sh688195,29376500,129350000
20200429,20200429,sh688195,,97000000
20210331,20201231,sh688196,29085200,120000000
20200812,20200630,sh688196,29216700,120000000
20200513,20200521,sh688196,28800000,120000000
20191120,20191121,sh688196,27589790,120000000
20190426,20190426,sh688196,,90000000
20220915,20220923,sh688197,36178300,148719340
20210316,20210316,sh688197,,111539340
20221201,20221209,sh688198,135672590,135672590
20220722,20220726,sh688198,34872590,135672590
20211201,20211209,sh688198,24438310,96438310
20210820,20210825,sh688198,23238310,96438310
20201201,20201209,sh688198,22800000,96000000
20200602,20200609,sh688198,20400000,96000000
20191206,20191209,sh688198,19538610,96000000
20190415,20190415,sh688198,,72000000
20220830,20220907,sh688199,88010400.00000001,111226800
20211028,20211105,sh688199,86675100,111226800
20210820,20210630,sh688199,85775280,111226800
20210423,20210506,sh688199,85850080,111226800
20210423,20201231,sh688199,78489370,111226800
20201031,20201105,sh688199,78429670,111226800
20200829,20200630,sh688199,27086780,111226800
20200423,20200506,sh688199,27020980,111226800
20200418,20191231,sh688199,25879510,111226800
20191104,20191105,sh688199,25765510,111226800
20190917,20190917,sh688199,,83420000
20190819,20190630,sh688199,36908350,83420000
20190411,20190331,sh688199,37010810,83420000
20190225,20190228,sh688199,37035810,83420000
20181026,20180930,sh688199,40320810,79470000
20180814,20180630,sh688199,40335810,79470000
20180111,20180116,sh688199,40358310,79470000
20170511,20161231,sh688199,34004310,79470000
20170508,20170511,sh688199,37406310,79470000
20170209,20170214,sh688199,35240310,79470000
20161118,20161123,sh688199,34008810,79470000
20161021,20161026,sh688199,33940500,79470000
20160826,20160630,sh688199,30620500,79470000
20160427,20160503,sh688199,30586350.000000004,79470000
20160321,20160324,sh688199,29816130,79470000
20160125,20160128,sh688199,29582130.000000004,73750000
20150831,20150907,sh688199,25062630,73750000
20150522,20150526,sh688199,24789409.999999996,73750000
20150420,20150423,sh688199,27682660,66750000
20150420,20150420,sh688199,24682660,63750000
20150304,20150309,sh688199,24785120,63750000
20140917,20140919,sh688199,21340930,63750000
20140806,20140811,sh688199,330900.00000000006,63750000
20140415,20131231,sh688199,7914100,55300000
20131022,20131024,sh688199,6373660,55300000
20130723,20130725,sh688199,20292400,55300000
20130524,20121231,sh688199,22329400,53263000
20120904,20120907,sh688199,2508740,53263000
20220921,20220927,sh688200,59753590.00000001,91073590
20220226,20211231,sh688200,35780190,61328750
20220211,20220218,sh688200,36277700,61328750
20210825,20210630,sh688200,36226590,61328750
20210529,20210602,sh688200,36077690,61328750
20210415,20201231,sh688200,14294510,61185190
20210204,20210218,sh688200,35934130,61185190
20200811,20200818,sh688200,14229110,61185190
20200804,20200630,sh688200,13536280,61185190
20200217,20200218,sh688200,13243080,61185190
20190807,20190807,sh688200,,45888890
20220830,20220630,sh688201,61447930,137829080
20211014,20211021,sh688201,19789650,93127760
20210420,20210421,sh688201,18955870,93127760
20200629,20200629,sh688201,,69845820
20221207,20221212,sh688202,59431010,87016700
20221102,20221107,sh688202,59330600.00000001,86916299.99999999
20220407,20211231,sh688202,26860200,62079550
20211211,20211216,sh688202,26860250,62079550
20211029,20211105,sh688202,26780700,62000000
20210811,20210630,sh688202,26223850.000000004,62000000
20210416,20201231,sh688202,26159550,62000000
20201028,20201105,sh688202,26214650,62000000
20200818,20200630,sh688202,13384000,62000000
20200423,20200506,sh688202,13175000,62000000
20191104,20191105,sh688202,12621170,62000000
20190909,20190909,sh688202,,46500000
20220815,20220816,sh688203,46207170,202678070
20210924,20210924,sh688203,,152008550
20220808,20220809,sh688205,22360410,97280000
20211012,20211012,sh688205,,72960000
20220823,20220630,sh688206,38271010,433804450
20210625,20210625,sh688206,,390424000
20220909,20220919,sh688207,45287830,184980820
20220225,20220225,sh688207,,138735610
20221125,20221129,sh688208,274774680,451869680
20211218,20211224,sh688208,271851630,450946630
20210204,20210218,sh688208,270905000,450000000
20200806,20200813,sh688208,48000000,450000000
20200212,20200213,sh688208,45350630,450000000
20190627,20190627,sh688208,,400000000
20221011,20221019,sh688209,40330780,420000000
20210610,20210610,sh688209,,378000000
20220831,20220630,sh688210,23890360,112000000
20211224,20211227,sh688210,16348100,80000000
20201228,20201228,sh688210,,60000000
20221018,20221026,sh688211,64237800,131608700.00000001
20211025,20211026,sh688211,30608069.999999996,131608700.00000001
20210518,20210518,sh688211,,98608700.00000001
20221107,20221115,sh688212,90725100,133340000
20211112,20211115,sh688212,27507830,133340000
20201225,20201225,sh688212,,100000000
20221114,20221121,sh688213,32008000,400010000
20210628,20210628,sh688213,,360000000
20220819,20220829,sh688215,15931480,40040000
20210820,20210630,sh688215,9767400,40040000
20210224,20210301,sh688215,9509500,40040000
20200827,20200828,sh688215,9077060,40040000
20200120,20200120,sh688215,,30030000
20170713,20170718,sh688215,4290000,30030000
20170524,20170602,sh688215,3671200,30030000
20170421,20161231,sh688215,1412000,11550000
20160811,20160816,sh688215,1293000,11550000
20151228,20151231,sh688215,295000,10420000
20150724,20150730,sh688215,6330000,10420000
20210622,20210623,sh688216,21631529.999999996,106270000
20200624,20200624,sh688216,,79700000
20220825,20220630,sh688217,36572130,55577060
20210827,20210630,sh688217,11378599.999999998,55577060
20210514,20210517,sh688217,11304600,55577060
20200623,20200623,sh688217,,41677060
20221203,20221212,sh688218,117714700,117714700
20211030,20211109,sh688218,87922670,117340000
20210428,20201231,sh688218,82422670,117340000
20201203,20201211,sh688218,83162369.99999999,117340000
20200831,20200630,sh688218,26629370,117340000
20200603,20200611,sh688218,26875369.999999996,117340000
20200429,20191231,sh688218,25789740,117340000
20191210,20191211,sh688218,24322740,117340000
20190322,20190322,sh688218,,88000000
20181025,20181030,sh688218,12522050,88000000
20180329,20171231,sh688218,12522050,82500000
20171101,20171107,sh688218,12672050,82500000
20170830,20170630,sh688218,11572050,82500000
20170817,20170825,sh688218,11672050,82500000
20170526,20170602,sh688218,11756550,82500000
20170428,20170509,sh688218,10759860.000000002,82500000
20170421,20170427,sh688218,7744280,82500000
20170103,20170109,sh688218,9393920,69050000
20161104,20161109,sh688218,5608400,68250000
20160608,20160616,sh688218,37171810,68250000
20160217,20160308,sh688218,36814310,65000000
20221111,20221118,sh688219,318712200,459283630
20211111,20211118,sh688219,255483520,459283630
20210831,20210630,sh688219,45240350,459283630
20210511,20210518,sh688219,43631950,459283630
20201117,20201118,sh688219,41490959.99999999,459283630
20200427,20200427,sh688219,,413355270
20220706,20220714,sh688220,35546380,418300890
20201215,20201215,sh688220,,376470800
20221024,20221028,sh688221,190905500,374578650
20211021,20211028,sh688221,187978669.99999997,359760000
20210420,20210428,sh688221,87033169.99999999,359760000
20201027,20201028,sh688221,82625780,359760000
20190813,20190813,sh688221,,269800000
20210429,20201231,sh688222,38183300,400680000
20210409,20210416,sh688222,279631170,400680000
20201009,20201016,sh688222,36754700,400680000
20200415,20200416,sh688222,34647920,400680000
20190709,20190709,sh688222,,360000000
20220719,20220726,sh688223,1400000000,10000000000
20210628,20210628,sh688223,,8000000000
20220730,20220809,sh688225,35151200,400010000
20210730,20210730,sh688225,,360000000
20220630,20220707,sh688226,83469599.99999999,156000000
20210706,20210707,sh688226,31755030,156000000
20200611,20200611,sh688226,,117000000
20171114,20171117,sh688226,40060360,117000000
20170623,20170628,sh688226,28760360,105700000
20170124,20170206,sh688226,23060360,100000000
20160415,20160422,sh688226,34937170,100000000
20220628,20220630,sh688227,26177170,113055280
20200630,20200630,sh688227,,84791460
20210322,20210329,sh688228,28897650,67133440
20200921,20200928,sh688228,15184870,67133440
20200326,20200327,sh688228,14513010,67133440
20190621,20190621,sh688228,,50350080
20181109,20181115,sh688228,9166080,50350080
20171031,20171103,sh688228,2830080,50350080
20170918,20170926,sh688228,15121920,50350080
20170503,20170509,sh688228,6300800,20979200
20170327,20170405,sh688228,9680000,17600000
20170124,20170223,sh688228,5500000,10000000
20220810,20220817,sh688229,21062820,44400000
20210203,20210218,sh688229,10545000,44400000
20200814,20200817,sh688229,10105610,44400000
20191203,20191203,sh688229,,33300000
20221124,20221201,sh688230,20370000,84000000
20211130,20211201,sh688230,13354060,60000000
20210409,20210409,sh688230,,45000000
20221110,20221117,sh688232,97050420,330000000
20211116,20211117,sh688232,67150690,330000000
20200730,20200730,sh688232,,247500000
20210205,20210222,sh688233,81512280,160000000
20200814,20200821,sh688233,38154130,160000000
20200220,20200221,sh688233,36566670,160000000
20190419,20190419,sh688233,,120000000
20220702,20220712,sh688234,35989580,429711040
20210531,20210531,sh688234,,386739940
20221208,20221215,sh688235,1356585750,1361006369.9999998
20221202,20221130,sh688235,1326671390,1361006369.9999998
20221201,20221129,sh688235,1325522720,1359857700
20221102,20221031,sh688235,1325317950.0000002,1359652919.9999998
20221101,20221028,sh688235,1324786830,1359121810
20221010,20220930,sh688235,1324594790,1358929770.0000002
20220930,20220928,sh688235,1323820770,1358155750
20220914,20220909,sh688235,1323712390,1358047370
20220902,20220831,sh688235,1322856590.0000002,1357191570
20220901,20220830,sh688235,1321768109.9999998,1356103090
20220802,20220729,sh688235,1321592590,1355927570.0000002
20220630,20220628,sh688235,1319667520,1354184100
20220628,20220624,sh688235,1319523840,1354040419.9999998
20220621,20220616,sh688235,1316694290,1351210870
20220620,20220617,sh688235,1318921240,1353437820
20220608,20220615,sh688235,1314808940,1349325520
20220607,20220602,sh688235,1303342060,1342688760
20220602,20220531,sh688235,1301916990,1341263679.9999998
20220531,20220530,sh688235,1300282270,1339628970
20220505,20220429,sh688235,1300030710,1339377410
20220409,20220407,sh688235,1299171190,1338517890
20220406,20220331,sh688235,1299164920,1338511620
20220331,20220329,sh688235,1298492580,1337839270
20220309,20220308,sh688235,1298328800,1337675500
20220302,20220228,sh688235,1297667910,1337014610
20220301,20220225,sh688235,1297347260,1336693960
20220217,20220216,sh688235,1297044230,1336390930
20220207,20220131,sh688235,1297035630,1336382330
20220207,20220129,sh688235,1296446300,1335793000
20220104,20211231,sh688235,1296317050,1335663750
20211227,20211227,sh688235,1295442760,1334789460
20211214,20211215,sh688235,1312700760,1334789460
20211124,20211124,sh688235,1219734200,1219734200
20220622,20220630,sh688236,129127279.99999999,384280000
20201222,20201222,sh688236,95852000,345852000
20220630,20220701,sh688237,17983810,89603310
20210514,20210514,sh688237,,67202480
20180322,20180327,sh688237,3627520,50000000
20171122,20171127,sh688237,1696699.9999999998,50000000
20161118,20170111,sh688237,44207500,50000000
20220915,20220922,sh688238,73090980,493189000
20210608,20210608,sh688238,,393189000
20190225,20190228,sh688238,10441800,88680000
20190111,20190116,sh688238,9762200,88680000
20180528,20180530,sh688238,7002200,88680000
20180315,20180320,sh688238,6950400,88680000
20180124,20180129,sh688238,5308800,88680000
20171113,20171120,sh688238,1595200,88680000
20171025,20170825,sh688238,1238800,21330000
20171025,20171030,sh688238,398800,22170000
20170707,20170712,sh688238,1444000,21330000
20170301,20170306,sh688238,2394000,20380000
20170203,20170208,sh688238,2394000,19690000
20161031,20161216,sh688238,12996000,19690000
20221018,20221014,sh688239,101066840,142713800
20220316,20211231,sh688239,28849400,140000000
20210702,20210705,sh688239,28465500,140000000
20200624,20200624,sh688239,,105000000
20170828,20170630,sh688239,33663360,86000000
20170706,20170711,sh688239,52663360,105000000
20170515,20170518,sh688239,33820860,86000000
20170103,20170106,sh688239,56263260,86000000
20151130,20151215,sh688239,45425810,86000000
20221018,20221019,sh688244,9531310,46831300
20210630,20210630,sh688244,,35123480
20170904,20170907,sh688244,4833000,31500000
20170105,20170110,sh688244,6333000,30000000
20160426,20160523,sh688244,24222000,30000000
20221208,20221214,sh688246,100024670,137877500
20220830,20220630,sh688246,33250100.000000004,137877500
20200903,20200903,sh688246,,103408130
20220824,20220825,sh688247,40909920,453340000
20210520,20210520,sh688247,,408000000
20220825,20220630,sh688248,77566720,564700000
20210610,20210610,sh688248,,480000000
20221129,20221206,sh688251,14857059.999999998,59428459.99999999
20220826,20220630,sh688251,14210780,59428459.99999999
20210629,20210629,sh688251,,44571350
20220926,20220927,sh688252,34266650,405555600
20210629,20210629,sh688252,,365000000
20220727,20220728,sh688253,28589050.000000004,136060820
20210616,20210616,sh688253,,102040820
20221017,20221025,sh688255,49322640,78414610
20211022,20211025,sh688255,16729780,78414610
20201202,20201202,sh688255,,58810959.99999999
20170717,20170721,sh688255,30758560.000000004,54375959.99999999
20160927,20160930,sh688255,24148560.000000004,47765959.99999999
20160121,20160222,sh688255,2865960,47765959.99999999
20220713,20220720,sh688256,242185650,400814649.99999994
20210713,20210720,sh688256,240268000,400100000
20210112,20210120,sh688256,32995460,400100000
20200717,20200720,sh688256,31104790,400100000
20200326,20200326,sh688256,,360000000
20221020,20221027,sh688257,55592600,92800000
20211026,20211027,sh688257,20058890,92800000
20201029,20201029,sh688257,,69600000
20191031,20191105,sh688257,31491000,66000000
20190919,20190924,sh688257,31840000,66000000
20180424,20171231,sh688257,58235000,66000000
20171012,20171017,sh688257,14194990,66000000
20170417,20170420,sh688257,9194990,61000000
20170322,20170327,sh688257,9459600,61000000
20160722,20160727,sh688257,28231950,61000000
20160722,20160624,sh688257,28511950,60000000
20151203,20151214,sh688257,7223500,60000000
20221203,20221209,sh688258,86956590,86956590
20201202,20201209,sh688258,42366940.00000001,86956590
20200602,20200609,sh688258,20652240,86956590
20191206,20191209,sh688258,19782530,86956590
20190410,20190410,sh688258,,65217389.99999999
20220705,20220712,sh688259,17859870,80000000
20201201,20201201,sh688259,,60000000
20210402,20210406,sh688260,27296140,120000000
20200611,20200611,sh688260,,90000000
20220802,20220810,sh688261,15069420,67376370
20210617,20210617,sh688261,,50532280
20220629,20220706,sh688262,55782360,240000000
20201230,20201230,sh688262,,180000000
20220830,20220630,sh688265,18543800,77963510
20201218,20201218,sh688265,,58472610.00000001
20181227,20190104,sh688265,52625350,52625350
20180530,20180607,sh688265,44759350.00000001,52625350
20171222,20171228,sh688265,14919780,17541780
20170717,20170720,sh688265,12297780,17541780
20170621,20170629,sh688265,,17541780
20161028,20161118,sh688265,,9745440
20220819,20220630,sh688266,140718320,240000000
20210826,20210630,sh688266,134232500,240000000
20210429,20201231,sh688266,59629399.99999999,240000000
20210115,20210125,sh688266,134462600,240000000
20200817,20200630,sh688266,55268909.99999999,240000000
20200715,20200723,sh688266,58661000,240000000
20200122,20200123,sh688266,54807910,240000000
20190610,20190610,sh688266,,180000000
20220809,20220816,sh688267,38402820,176200000
20211028,20211028,sh688267,,132150000
20170505,20170510,sh688267,17023330,118360000
20161122,20161125,sh688267,13663330,110000000
20160229,20160331,sh688267,25604000,110000000
20220902,20220906,sh688268,35219980,120278240
20220511,20220511,sh688268,34941740,120000000
20210429,20201231,sh688268,33654800,120000000
20201218,20201228,sh688268,33443500,120000000
20200618,20200629,sh688268,28500000,120000000
20191225,20191226,sh688268,27227109.999999996,120000000
20190412,20190412,sh688268,,90000000
20180124,20180129,sh688268,18257070,90000000
20171016,20171019,sh688268,1124870,90000000
20170830,20170630,sh688268,3067919.9999999995,90000000
20170126,20170222,sh688268,3652919.9999999995,90000000
20220928,20221011,sh688269,61745880,130704000
20211201,20211209,sh688269,23359500,93360000
20210816,20210630,sh688269,22421410,93360000
20210608,20210609,sh688269,21253910,93360000
20200619,20200619,sh688269,,70000000
20191225,20191230,sh688269,25929319.999999996,70000000
20190423,20181231,sh688269,4888320,70000000
20180808,20180813,sh688269,6203819.999999999,70000000
20180409,20180412,sh688269,5733819.999999999,70000000
20170619,20170622,sh688269,4266180,60000000
20170323,20170328,sh688269,5382000,60000000
20170227,20170302,sh688269,5782000,60000000
20170120,20170125,sh688269,8778000,60000000
20151202,20151215,sh688269,8978000,60000000
20220719,20220727,sh688270,24989670,109210000
20210629,20210629,sh688270,,81900000
20220819,20220822,sh688271,47250540,824157990
20211231,20211231,sh688271,,724157990
20220930,20221018,sh688272,24183210,76000000
20211015,20211018,sh688272,15458030.000000002,76000000
20210120,20210120,sh688272,,57000000
20220810,20220811,sh688273,22357370,100000000
20210628,20210628,sh688273,,75000000
20220928,20220929,sh688275,18973410,85215180
20220107,20220107,sh688275,,63911380
20220826,20220630,sh688276,233999650,412840700
20210814,20210630,sh688276,33044860,412840700
20210624,20210625,sh688276,31424860,412840700
20200825,20200825,sh688276,,371556630
20220630,20220707,sh688277,299198390,419846850
20210817,20210630,sh688277,38334480,419846850
20210622,20210618,sh688277,37171680,419846850
20210410,20201231,sh688277,35333600,418442650
20201230,20210107,sh688277,37171680,418442650
20200706,20200707,sh688277,34995900,418442650
20200414,20200414,sh688277,,376542650
20180713,20180718,sh688277,108902040,188271320
20160825,20160630,sh688277,72500530,158147910
20160804,20160809,sh688277,78778630,158147910
20151109,20151119,sh688277,70521730,158147910
20210108,20210118,sh688278,220325440.00000003,406800000
20200709,20200717,sh688278,40175000,406800000
20200116,20200117,sh688278,38205080,406800000
20190327,20190327,sh688278,,360300000
20221012,20221020,sh688279,21985650,92363380
20210622,20210622,sh688279,,69272530
20221020,20221027,sh688280,455233399.99999994,590221670
20211026,20211027,sh688280,99622270.00000001,590221670
20200623,20200623,sh688280,,442666670
20220831,20220907,sh688281,22693040,93333340
20210422,20210422,sh688281,,50000000
20220909,20220919,sh688282,20980620,88000000
20201217,20201217,sh688282,,66000000
20220805,20220815,sh688283,18626960,84000000
20210607,20210607,sh688283,,63000000
20210331,20201231,sh688283,31939880,63000000
20201124,20201201,sh688283,49275469.99999999,63000000
20200429,20191231,sh688283,32850310,42000000
20191016,20191023,sh688283,32922220.000000004,42000000
20190510,20190516,sh688283,17636910,22500000
20190218,20190221,sh688283,17705250,22500000
20180821,20180630,sh688283,2579340.0000000005,3270730
20180702,20180709,sh688283,17743770,22500000
20180330,20180404,sh688283,2207900,3270730
20160726,20160808,sh688283,2200000,3183730
20221012,20221020,sh688285,89395000,376289910
20211019,20211020,sh688285,72074460,376289910
20201221,20201221,sh688285,,282189910
20180917,20181009,sh688285,,282189910
20221201,20221205,sh688286,35627070,53592630
20220419,20211231,sh688286,32906670,53429799.99999999
20211201,20211203,sh688286,32625970.000000004,53429799.99999999
20210731,20210810,sh688286,32396170.000000004,53200000
20210203,20210210,sh688286,12661740,53200000
20200807,20200810,sh688286,12134460,53200000
20191101,20191101,sh688286,,39900000
20160315,20160315,sh688286,15200780,35000000
20210531,20210608,sh688287,12810000,237510000
20210208,20210218,sh688287,8540000,158340000
20200722,20200727,sh688287,12088599.999999998,158340000
20200312,20200312,sh688287,48130000,118750000
20160822,20160825,sh688287,11928500,118750000
20160511,20160516,sh688287,30003500,118750000
20151117,20151124,sh688287,30575000,118750000
20151117,20151117,sh688287,12230000,47500000
20151016,20151021,sh688287,25355000,47500000
20150723,20150728,sh688287,29730000,47500000
20150331,20150415,sh688287,35000000,35000000
20221029,20221107,sh688288,100343920,100343920
20210616,20210618,sh688288,51670230,100343920
20201030,20201106,sh688288,51326310,100000000
20200423,20200506,sh688288,21250000,100000000
20191105,20191106,sh688288,20356070,100000000
20190328,20190328,sh688288,,75000000
20220820,20220829,sh688289,350764110,588459800
20210830,20210630,sh688289,35537750,400000000
20210821,20210830,sh688289,237225160,400000000
20210330,20201231,sh688289,33302550,400000000
20210223,20210301,sh688289,34934050,400000000
20200827,20200828,sh688289,33232550,400000000
20200304,20200304,sh688289,,360000000
20221022,20221031,sh688290,17510000,82400000
20210630,20210630,sh688290,,61800000
20221025,20221026,sh688291,23365050,102666700
20211116,20211116,sh688291,,77000000
20190522,20190530,sh688291,19978390,69000000
20180524,20180531,sh688291,13318920,46000000
20170809,20170814,sh688291,6659460,23000000
20161025,20161101,sh688291,17191350,23000000
20220817,20220818,sh688292,34538080,157146670
20210621,20210621,sh688292,,117860000
20200826,20200630,sh688292,14831590.000000002,117860000
20180507,20180511,sh688292,15656590.000000002,117860000
20180411,20171231,sh688292,15456590.000000002,117860000
20170324,20170329,sh688292,15602590,117860000
20170123,20170126,sh688292,14402590,117860000
20160810,20160630,sh688292,5994660,117860000
20151230,20160105,sh688292,3744660,117860000
20150730,20151009,sh688292,2819160,100000000
20220901,20220902,sh688293,16924560,81980330
20211123,20211123,sh688293,,61485250
20220923,20221010,sh688295,72717520,900000000
20210624,20210624,sh688295,,800000000
20220716,20220727,sh688296,58796820,107393160
20210726,20210727,sh688296,24412040,107393160
20201009,20201009,sh688296,,80544870
20170811,20170816,sh688296,830530,73170780
20170629,20170706,sh688296,553030,73170780
20170606,20170609,sh688296,442420,58536620
20170606,20170411,sh688296,5722200,52372000
20160616,20160623,sh688296,5665200,52372000
20160516,20160520,sh688296,2832600,26186000
20151201,20151204,sh688296,1276600,24186000
20151125,20151130,sh688296,11298400,24186000
20150722,20150724,sh688296,12798400,22686000
20150515,20150521,sh688296,16808400,18676000
20150105,20150115,sh688296,11592000,12880000
20220818,20220630,sh688297,124885130.00000001,675000000
20210923,20210923,sh688297,,540000000
20210830,20210630,sh688298,60478120,120000000
20210429,20201231,sh688298,29202500,120000000
20210129,20210205,sh688298,60930020.00000001,120000000
20200808,20200630,sh688298,28339770,120000000
20200729,20200805,sh688298,28500000,120000000
20200204,20200205,sh688298,27262670,120000000
20190509,20190509,sh688298,,90000000
20221129,20221201,sh688299,286833910,286833910
20211201,20211203,sh688299,228159410,285177560
20211030,20211108,sh688299,225550430,282568580
20201029,20201106,sh688299,222632850,282568580
20200424,20200506,sh688299,67724620,282568580
20191105,20191106,sh688299,64650370,282568580
20190419,20190419,sh688299,,211926380
20171121,20171124,sh688299,124000560,211926380
20170724,20170727,sh688299,116458140,211926380
20170502,20170505,sh688299,79868770,175337010
20170328,20170331,sh688299,40601910,175337010
20160824,20161011,sh688299,53588920,162350000
20221110,20221117,sh688300,124661430,124661430
20211108,20211115,sh688300,54010200.00000001,85973400
20210826,20210630,sh688300,52935530,85973400
20210421,20201231,sh688300,52621930,85973400
20201109,20201116,sh688300,52494530.00000001,85973400
20200826,20200630,sh688300,20694530,85973400
20200508,20200515,sh688300,20904530,85973400
20200423,20191231,sh688300,20032200,85973400
20191114,20191115,sh688300,19546400,85973400
20190411,20190411,sh688300,,64480000
20190222,20181231,sh688300,17773330,64480000
20180705,20180710,sh688300,16543330,64480000
20170828,20170630,sh688300,16543330,59980000
20170216,20170221,sh688300,17160000,59980000
20150910,20150914,sh688300,18250000,57500000
20150518,20150521,sh688300,16600000,57500000
20141229,20150115,sh688300,19100000,55000000
20221117,20221121,sh688301,41165379.99999999,72691470
20210911,20210922,sh688301,40750140,72547830
20210805,20210630,sh688301,16610329.999999998,72547830
20210325,20201231,sh688301,17028170,72547830
20210311,20210318,sh688301,17762930,72547830
20200917,20200918,sh688301,15601170,72547830
20200317,20200317,sh688301,,54347830
20220927,20221012,sh688302,23769600,99015600
20210520,20210520,sh688302,,74255600
20220722,20220719,sh688303,219298800,1925000000
20220715,20220722,sh688303,295005610,2137396220
20220316,20211231,sh688303,204177390,1925000000
20210721,20210722,sh688303,198527690,1925000000
20200911,20200911,sh688303,,1625000000
20160427,20160629,sh688303,,650000000
20220802,20220729,sh688305,49586000,93177760
20210708,20210709,sh688305,18465870,90720000
20200528,20200528,sh688305,,68040000
20220915,20220922,sh688306,285466130,1228282800
20200916,20200916,sh688306,,921212100.0000001
20221203,20221212,sh688308,66702600,112616310
20221130,20221125,sh688308,65452600,112616310
20221130,20221124,sh688308,65452600,100000000
20210810,20210630,sh688308,23877199.999999996,100000000
20210602,20210610,sh688308,25000000,100000000
20210326,20201231,sh688308,23998159.999999996,100000000
20201209,20201210,sh688308,22748159.999999996,100000000
20200417,20200417,sh688308,,75000000
20220707,20220714,sh688309,44959640,80010730
20210106,20210114,sh688309,19002570,80010730
20200713,20200714,sh688309,18198480,80010730
20191023,20191023,sh688309,,60008030
20180815,20180820,sh688309,60008030,60008030
20180612,20180620,sh688309,41638030,60008030
20171101,20171106,sh688309,22666320,32666320
20170704,20170707,sh688309,21111110,31111110
20170109,20170112,sh688309,11111110.000000002,31111110
20160429,20160525,sh688309,,30000000
20221125,20221205,sh688310,83901220,83901220
20211125,20211203,sh688310,37830000,83600000
20210827,20210630,sh688310,37090500,83600000
20210420,20201231,sh688310,36941800,83600000
20201125,20201203,sh688310,37113500,83600000
20200825,20200630,sh688310,20183500,83600000
20200526,20200603,sh688310,19855000,83600000
20191202,20191203,sh688310,19022240,83600000
20190510,20190510,sh688310,,62700000
20190410,20181231,sh688310,2362670,62700000
20181228,20190104,sh688310,1336000,62700000
20161128,20161201,sh688310,2361670,62700000
20160408,20160413,sh688310,3388330.0000000005,62700000
20151016,20151030,sh688310,6088330,60000000
20220721,20220801,sh688311,67125480,115048000
20220603,20220531,sh688311,66184979.99999999,114670000
20210817,20210630,sh688311,27677399.999999996,114670000
20210723,20210802,sh688311,66132879.99999999,114670000
